QUERYID,CASE_NUM,CASE_YEAR,REGN_CNTY_CDE,COMP_MUNI,MUNITYPE,REF_MRKR,ATINTERSECTION_IND,COMPX,COMPY,ACC_DATE,ACCD_TME,DMV_ACCD_CLSF,NUM_OF_INJURIES,NUM_OF_FATALITIES,NUM_OF_VEH,ACCD_TYP,COLLISION_TYP,TRAF_CNTL,LIGHT_COND,WEATHER,ROAD_SURF_COND
6836 ,33415628,2010 ,MONROE,Pittsford,,,N,295138 ,4774985 , 03/25/2010,11:19 PM,INJURY,1 ,0 ,1 ,COLLISION WITH PEDESTRIAN,OTHER,NONE,DARK-ROAD LIGHTED,CLOUDY,DRY
6836 ,33415890,2010 ,MONROE,Perinton,,,N,302016 ,4772594 , 04/12/2010,3:29 PM,INJURY,1 ,0 ,1 ,COLLISION WITH TREE,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33415940,2010 ,MONROE,Irondequoit,,,Y,289189 ,4791550 , 04/17/2010,9:40 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLLISION WITH BICYCLIST,OTHER,TRAFFIC SIGNAL,DARK-ROAD LIGHTED,RAIN,WET
6836 ,33416431,2010 ,MONROE,Rochester,,,Y,284031 ,4780197 , 04/13/2010,2:40 PM,INJURY,4 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,STOPPED SCHOOL BUS W/RED LIGHT FLSH,DAYLIGHT,CLEAR,DRY
6836 ,33416456,2010 ,MONROE,Rochester,,,Y,292807 ,4779806 , 04/09/2010,12:57 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),TRAFFIC SIGNAL,DAYLIGHT,CLOUDY,DRY
6836 ,33416545,2010 ,MONROE,Rochester,,,N,287607 ,4783509 , 04/02/2010,11:55 AM,INJURY,1 ,0 ,1 ,COLLISION WITH PEDESTRIAN,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33416715,2010 ,MONROE,Brighton,,,N,289053 ,4778027 , 04/21/2010,12:41 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33416779,2010 ,MONROE,Perinton,, 96 43051027,N,298230 ,4770672 , 04/20/2010,1:33 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33416788,2010 ,MONROE,Mendon,,,N,294238 ,4765587 , 04/14/2010,9:15 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,OVERTAKING,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33416845,2010 ,MONROE,East Rochester,,,Y,297635 ,4776522 , 04/19/2010,11:00 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,STOP SIGN,DARK-ROAD LIGHTED,CLEAR,DRY
6836 ,33416866,2010 ,MONROE,Chili,,,N,281009 ,4774599 , 04/18/2010,5:07 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,HEAD ON,NONE,DARK-ROAD UNLIGHTED,RAIN,WET
6836 ,33416875,2010 ,MONROE,Brighton,,,Y,291791 ,4778055 , 04/21/2010,10:01 AM,INJURY,1 ,0 ,1 ,COLLISION WITH PEDESTRIAN,OTHER,STOP SIGN,DAYLIGHT,CLEAR,DRY
6836 ,33416984,2010 ,MONROE,Greece,,,N,281244 ,4785324 , 04/19/2010,2:00 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33416998,2010 ,MONROE,Ogden,,,N,274426 ,4782028 , 04/14/2010,4:10 PM,INJURY,1 ,0 ,1 ,COLLISION WITH PEDESTRIAN,OTHER,NO PASSING ZONE,DAYLIGHT,CLEAR,DRY
6836 ,33417299,2010 ,MONROE,Irondequoit,,,Y,288612 ,4787485 , 04/21/2010,3:10 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33417932,2010 ,MONROE,Mendon,,,N,295445 ,4757745 , 04/21/2010,9:11 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,OVERTURNED,OTHER,NONE,DARK-ROAD UNLIGHTED,CLEAR,DRY
6836 ,33417934,2010 ,MONROE,Gates,,,Y,279568 ,4782662 , 04/22/2010,2:38 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT TURN (WITH OTHER CAR),TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33417940,2010 ,MONROE,Penfield,,441 43011073,N,304753 ,4778111 , 04/21/2010,4:17 PM,INJURY,1 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33417944,2010 ,MONROE,Webster,,,Y,303508 ,4787422 , 04/22/2010,9:55 AM,PROPERTY DAMAGE AND INJURY,4 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLOUDY,DRY
6836 ,33417948,2010 ,MONROE,Webster,,,N,301277 ,4787643 , 04/22/2010,4:14 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,YIELD SIGN,DAYLIGHT,CLEAR,DRY
6836 ,33418015,2010 ,MONROE,Clarkson,,260 43011045,N,266502 ,4793925 , 04/19/2010,11:50 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),NONE,DAYLIGHT,CLEAR,DRY
6836 ,33418058,2010 ,MONROE,Clarkson,,,N,265518 ,4790668 , 04/23/2010,3:49 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLLISION WITH CULVERT/HEADWALL,OTHER,NONE,DARK-ROAD UNLIGHTED,CLEAR,DRY
6836 ,33418106,2010 ,MONROE,Churchville,, 36 43031010,Y,265261 ,4776294 , 04/22/2010,2:25 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33418123,2010 ,MONROE,Gates,,390I43037006,Y,283546 ,4778784 , 04/20/2010,8:38 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLL. W/EARTH ELE./ROCK CUT/DITCH,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33418125,2010 ,MONROE,Hamlin,,,N,262598 ,4800754 , 04/11/2010,1:32 AM,PROPERTY DAMAGE AND INJURY,2 ,0 ,1 ,COLLISION WITH SIGN POST,OTHER,NONE,DARK-ROAD UNLIGHTED,CLEAR,DRY
6836 ,33418179,2010 ,MONROE,Pittsford,,,Y,296058 ,4777553 , 04/20/2010,9:30 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33418181,2010 ,MONROE,Hamlin,,360 43011039,N,262653 ,4800486 , 04/17/2010,1:40 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLL. W/LIGHT SUPPORT/UTILITY POLE,OTHER,NONE,DARK-ROAD UNLIGHTED,CLOUDY,DRY
6836 ,33418195,2010 ,MONROE,Irondequoit,,,N,293002 ,4783590 , 04/22/2010,6:05 PM,INJURY,1 ,0 ,1 ,COLLISION WITH PEDESTRIAN,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33418367,2010 ,MONROE,Rochester,,,Y,285320 ,4780855 , 04/13/2010,2:01 PM,PROPERTY DAMAGE AND INJURY,3 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33418886,2010 ,MONROE,Rochester,,,Y,286922 ,4790271 , 04/10/2010,7:53 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),TRAFFIC SIGNAL,DUSK,CLEAR,DRY
6836 ,33418895,2010 ,MONROE,Penfield,,441 43011035,N,298617 ,4778235 , 04/12/2010,3:45 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33418897,2010 ,MONROE,Rochester,,,Y,288010 ,4782030 , 04/11/2010,2:20 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33419275,2010 ,MONROE,Rochester,,,Y,286108 ,4777988 , 04/13/2010,10:54 AM,INJURY,1 ,0 ,1 ,COLLISION WITH PEDESTRIAN,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33419279,2010 ,MONROE,Rochester,,,Y,287859 ,4792083 , 04/13/2010,7:15 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33419281,2010 ,MONROE,Rochester,,,Y,288752 ,4784841 , 04/13/2010,11:45 AM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33419282,2010 ,MONROE,Rochester,,,Y,286970 ,4781814 , 04/13/2010,11:35 AM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,OVERTAKING,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33419409,2010 ,MONROE,Rochester,,,N,284995 ,4782164 , 04/09/2010,7:14 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,OVERTAKING,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33419410,2010 ,MONROE,Rochester,,,Y,290714 ,4783348 , 04/11/2010,3:15 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,STOP SIGN,DAYLIGHT,CLEAR,DRY
6836 ,33419416,2010 ,MONROE,Rochester,,,N,286316 ,4785375 , 04/09/2010,3:16 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33419418,2010 ,MONROE,Rochester,,,N,285462 ,4781866 , 04/09/2010,8:15 PM,INJURY,1 ,0 ,1 ,COLLISION WITH PEDESTRIAN,OTHER,UNKNOWN,DARK-ROAD LIGHTED,CLOUDY,DRY
6836 ,33419422,2010 ,MONROE,Rochester,,,N,287746 ,4782861 , 04/09/2010,12:11 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT TURN (AGAINST OTHER CAR),NONE,DAYLIGHT,CLEAR,DRY
6836 ,33419425,2010 ,MONROE,Rochester,,,N,289321 ,4780572 , 04/10/2010,7:29 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,NONE,DUSK,CLOUDY,DRY
6836 ,33419426,2010 ,MONROE,Rochester,,,Y,289075 ,4779234 , 04/10/2010,6:42 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33419428,2010 ,MONROE,Rochester,,,Y,285618 ,4786456 , 04/09/2010,4:11 PM,INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLOUDY,DRY
6836 ,33419429,2010 ,MONROE,Rochester,,,Y,288886 ,4782883 , 04/08/2010,8:31 PM,INJURY,2 ,0 ,1 ,COLLISION WITH TREE,OTHER,NONE,DARK-ROAD LIGHTED,CLEAR,WET
6836 ,33419430,2010 ,MONROE,Rochester,,,N,291027 ,4782430 , 04/06/2010,9:28 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,UNKNOWN,NONE,DARK-ROAD LIGHTED,FOG/SMOG/SMOKE,WET
6836 ,33419432,2010 ,MONROE,Rochester,,,Y,290714 ,4780974 , 04/09/2010,2:36 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33419433,2010 ,MONROE,Rochester,,,Y,286650 ,4784274 , 04/09/2010,6:38 AM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),TRAFFIC SIGNAL,DAWN,CLOUDY,WET
6836 ,33419525,2010 ,MONROE,Rochester,,,Y,287595 ,4784837 , 04/12/2010,5:00 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33419527,2010 ,MONROE,Rochester,,,Y,284881 ,4784123 , 04/10/2010,2:53 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),NONE,DAYLIGHT,CLEAR,DRY
6836 ,33419529,2010 ,MONROE,Rochester,,,Y,285325 ,4784385 , 04/12/2010,8:21 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,STOP SIGN,DAYLIGHT,CLEAR,DRY
6836 ,33419532,2010 ,MONROE,Rochester,,,Y,289011 ,4780421 , 04/11/2010,3:07 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLEAR,DRY
6836 ,33419664,2010 ,MONROE,Rochester,,,Y,287648 ,4781436 , 04/09/2010,7:38 AM,INJURY,2 ,0 ,1 ,COLLISION WITH PEDESTRIAN,OTHER,NONE,DAYLIGHT,CLOUDY,WET
6836 ,33419712,2010 ,MONROE,Rochester,,,Y,292255 ,4780243 , 04/07/2010,6:18 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,UNKNOWN,TRAFFIC SIGNAL,DUSK,CLEAR,DRY
6836 ,33419828,2010 ,MONROE,Pittsford,, 31 43033051,Y,296523 ,4773276 , 04/15/2010,3:00 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,STOP SIGN,DAYLIGHT,CLEAR,DRY
6836 ,33419974,2010 ,MONROE,Rochester,,,Y,289306 ,4781893 , 04/07/2010,6:55 PM,INJURY,4 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,UNKNOWN,TRAFFIC SIGNAL,DAYLIGHT,CLOUDY,DRY
6836 ,33420602,2010 ,MONROE,Clarkson,,104 43031056,Y,265285 ,4789898 , 04/06/2010,3:07 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,TRAFFIC SIGNAL,DAYLIGHT,CLOUDY,DRY
6836 ,33420741,2010 ,MONROE,Henrietta,,,N,285613 ,4774618 , 04/07/2010,7:00 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAWN,CLOUDY,DRY
6836 ,33420790,2010 ,MONROE,Henrietta,,252 43011089,Y,288249 ,4773775 , 04/15/2010,8:15 AM,INJURY,1 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,TRAFFIC SIGNAL,DAYLIGHT,CLOUDY,DRY
6836 ,33420797,2010 ,MONROE,Perinton,,,N,301975 ,4771265 , 04/19/2010,4:41 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33420809,2010 ,MONROE,Mendon,,,N,286215 ,4758111 , 04/21/2010,8:00 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLLISION WITH ANIMAL,OTHER,NONE,DARK-ROAD UNLIGHTED,CLEAR,DRY
6836 ,33420874,2010 ,MONROE,Greece,,,N,284771 ,4795129 , 04/21/2010,5:57 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),NONE,DAYLIGHT,CLEAR,DRY
6836 ,33420883,2010 ,MONROE,Greece,,,N,280855 ,4787685 , 04/23/2010,6:58 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33420893,2010 ,MONROE,Wheatland,,383 43011071,Y,276601 ,4767799 , 04/17/2010,8:38 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,OVERTAKING,NONE,DARK-ROAD LIGHTED,RAIN,WET
6836 ,33420910,2010 ,MONROE,Greece,,,Y,279423 ,4790096 , 04/22/2010,12:53 PM,INJURY,1 ,0 ,1 ,COLLISION WITH PEDESTRIAN,OTHER,HIGHWAY WORK AREA,DAYLIGHT,CLOUDY,DRY
6836 ,33420933,2010 ,MONROE,Greece,,,Y,282505 ,4788056 , 04/22/2010,2:01 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33421082,2010 ,MONROE,Gates,,,Y,279543 ,4780719 , 04/26/2010,2:13 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33421304,2010 ,MONROE,Webster,,,Y,298936 ,4789160 , 04/23/2010,11:45 AM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33421314,2010 ,MONROE,Parma,, 18 43031089,N,270372 ,4796603 , 04/22/2010,1:36 PM,INJURY,1 ,0 ,1 ,COLL. W/EARTH ELE./ROCK CUT/DITCH,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33421428,2010 ,MONROE,Brighton,,,N,290116 ,4776899 , 04/26/2010,1:31 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,3 ,COLLISION WITH OTHER FIXED OBJECT,OTHER,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33421437,2010 ,MONROE,Rochester,,,Y,291875 ,4786588 , 04/26/2010,12:40 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLOUDY,DRY
6836 ,33421445,2010 ,MONROE,Sweden,, 31A43021007,N,257693 ,4787126 , 04/21/2010,4:57 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33421674,2010 ,MONROE,Greece,,,Y,280501 ,4785937 , 04/27/2010,8:08 AM,INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DAYLIGHT,CLOUDY,WET
6836 ,33421851,2010 ,MONROE,Rochester,,490I43022057,N,290979 ,4779942 , 04/27/2010,8:07 AM,PROPERTY DAMAGE AND INJURY,2 ,0 ,5 ,COLLISION WITH MOTOR VEHICLE,OTHER,NONE,DAYLIGHT,SNOW,WET
6836 ,33422429,2010 ,MONROE,Rochester,,,Y,287490 ,4782947 , 04/16/2010,2:10 PM,INJURY,2 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33422607,2010 ,MONROE,Rochester,,,Y,285436 ,4781123 , 04/10/2010,12:30 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,UNKNOWN,UNKNOWN,DAYLIGHT,CLEAR,DRY
6836 ,33422808,2010 ,MONROE,Henrietta,,,N,284378 ,4768723 , 04/18/2010,6:28 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,STOP SIGN,DAYLIGHT,CLEAR,DRY
6836 ,33422883,2010 ,MONROE,East Rochester,,,Y,297559 ,4776801 , 04/13/2010,4:12 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33423290,2010 ,MONROE,Penfield,,,Y,298739 ,4780836 , 04/26/2010,7:25 AM,PROPERTY DAMAGE AND INJURY,2 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,TRAFFIC SIGNAL,DAYLIGHT,CLOUDY,DRY
6836 ,33424045,2010 ,MONROE,Webster,,,N,300234 ,4786958 , 04/26/2010,8:40 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DARK-ROAD UNLIGHTED,CLOUDY,DRY
6836 ,33424048,2010 ,MONROE,Henrietta,,,N,288692 ,4770315 , 04/28/2010,9:08 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33424124,2010 ,MONROE,Sweden,, 31 43031070,N,264827 ,4786669 , 04/26/2010,5:51 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33424130,2010 ,MONROE,Gates,,,N,277899 ,4783373 , 04/27/2010,6:13 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,SIDESWIPE,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33424159,2010 ,MONROE,Brighton,,,N,292292 ,4778060 , 04/27/2010,3:06 PM,INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33424218,2010 ,MONROE,Henrietta,,,N,287463 ,4770185 , 04/27/2010,2:10 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLLISION WITH OTHER FIXED OBJECT,OTHER,NONE,DARK-ROAD UNLIGHTED,CLEAR,DRY
6836 ,33424316,2010 ,MONROE,Greece,,,Y,285087 ,4790590 , 04/27/2010,1:36 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33424325,2010 ,MONROE,Penfield,,,N,296674 ,4785238 , 04/24/2010,3:56 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33424332,2010 ,MONROE,Gates,,,Y,282477 ,4779687 , 04/27/2010,5:50 PM,INJURY,1 ,0 ,1 ,COLLISION WITH BICYCLIST,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33424362,2010 ,MONROE,Brighton,,,N,287147 ,4775910 , 04/28/2010,4:47 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33424367,2010 ,MONROE,Henrietta,,252 43011087,N,288106 ,4773783 , 04/27/2010,4:04 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33424374,2010 ,MONROE,Brighton,,490I43023003,N,292952 ,4779815 , 04/22/2010,5:17 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33424441,2010 ,MONROE,Henrietta,,252 43011055,N,283191 ,4774542 , 04/27/2010,12:47 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33424470,2010 ,MONROE,Perinton,,490I43023081,N,299200 ,4769281 , 04/23/2010,5:12 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLL. W/EARTH ELE./ROCK CUT/DITCH,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33424498,2010 ,MONROE,Parma,,104 43031083,N,269035 ,4789504 , 04/25/2010,2:48 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,RAIN,WET
6836 ,33424546,2010 ,MONROE,Brockport,,,N,261009 ,4789459 , 04/27/2010,9:27 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33424607,2010 ,MONROE,Chili,,,N,280013 ,4777314 , 04/27/2010,7:22 PM,INJURY,1 ,0 ,1 ,COLLISION WITH PEDESTRIAN,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33424624,2010 ,MONROE,Webster,,,N,300658 ,4789361 , 04/27/2010,2:49 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,STOPPED SCHOOL BUS W/RED LIGHT FLSH,DAYLIGHT,CLEAR,DRY
6836 ,33424629,2010 ,MONROE,Pittsford,,253 43011021,N,296152 ,4776072 , 04/23/2010,6:49 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DUSK,CLEAR,DRY
6836 ,33424786,2010 ,MONROE,Rochester,,490I43022004,N,283294 ,4781753 , 04/23/2010,7:52 AM,PROPERTY DAMAGE AND INJURY,6 ,0 ,4 ,COLLISION WITH MOTOR VEHICLE,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33424819,2010 ,MONROE,Webster,,104 43035274,N,302638 ,4787638 , 04/28/2010,10:22 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,1 ,COLLISION WITH OTHER,OTHER,NONE,DARK-ROAD UNLIGHTED,CLEAR,DRY
6836 ,33424837,2010 ,MONROE,Irondequoit,,,N,288723 ,4787402 , 04/29/2010,1:00 PM,PROPERTY DAMAGE AND INJURY,3 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,NONE,DAYLIGHT,CLEAR,DRY
