QUERYID,CASE_NUM,CASE_YEAR,REGN_CNTY_CDE,COMP_MUNI,MUNITYPE,REF_MRKR,ATINTERSECTION_IND,COMPX,COMPY,ACC_DATE,ACCD_TME,DMV_ACCD_CLSF,NUM_OF_INJURIES,NUM_OF_FATALITIES,NUM_OF_VEH,ACCD_TYP,COLLISION_TYP,TRAF_CNTL,LIGHT_COND,WEATHER,ROAD_SURF_COND
6836 ,33361481,2010 ,MONROE,Gates,,,Y,281485 ,4782613 , 03/01/2010,6:14 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLOUDY,DRY
6836 ,33368743,2010 ,MONROE,Webster,,,N,295765 ,4787975 , 03/01/2010,7:45 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,NONE,DAYLIGHT,CLOUDY,WET
6836 ,33369444,2010 ,MONROE,Irondequoit,,,Y,288938 ,4788100 , 03/02/2010,7:06 AM,PROPERTY DAMAGE AND INJURY,3 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33369613,2010 ,MONROE,Gates,,,Y,277473 ,4779127 , 03/02/2010,9:19 PM,INJURY,1 ,0 ,1 ,COLLISION WITH GUIDE RAIL,OTHER,NONE,DARK-ROAD LIGHTED,CLEAR,DRY
6836 ,33369643,2010 ,MONROE,Brighton,, 15A43041128,N,287148 ,4776131 , 03/03/2010,10:35 PM,PROPERTY DAMAGE AND INJURY,4 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLOUDY,DRY
6836 ,33369666,2010 ,MONROE,Brighton,,,N,285720 ,4774621 , 03/03/2010,3:43 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33369675,2010 ,MONROE,Gates,, 33A43021151,N,282915 ,4779718 , 03/02/2010,10:16 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLEAR,DRY
6836 ,33369851,2010 ,MONROE,Brighton,,,N,285853 ,4777043 , 03/03/2010,9:00 AM,PROPERTY DAMAGE AND INJURY,4 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33369944,2010 ,MONROE,Brighton,,,N,288981 ,4776468 , 03/03/2010,2:12 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,4 ,COLLISION WITH MOTOR VEHICLE,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33369996,2010 ,MONROE,Perinton,,250 43011009,N,300704 ,4769120 , 03/01/2010,12:12 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLOUDY,WET
6836 ,33370017,2010 ,MONROE,Henrietta,,252 43011076,N,286360 ,4773825 , 03/01/2010,10:15 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLOUDY,WET
6836 ,33370045,2010 ,MONROE,Brighton,,590I43011038,N,292318 ,4778187 , 03/03/2010,7:51 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33370048,2010 ,MONROE,Irondequoit,,404 43035030,N,293335 ,4783609 , 03/03/2010,3:56 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33370257,2010 ,MONROE,Greece,,,Y,277973 ,4785198 , 03/02/2010,5:01 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,STOP SIGN,DAYLIGHT,CLEAR,WET
6836 ,33370279,2010 ,MONROE,Greece,,,Y,280805 ,4786798 , 03/01/2010,10:00 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DAYLIGHT,CLOUDY,WET
6836 ,33370282,2010 ,MONROE,Greece,,,Y,283635 ,4792347 , 03/02/2010,2:32 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33370321,2010 ,MONROE,Greece,,,N,283639 ,4792452 , 03/02/2010,3:01 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33370361,2010 ,MONROE,Webster,,,N,296922 ,4791352 , 03/03/2010,2:02 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33370421,2010 ,MONROE,Irondequoit,,,Y,293151 ,4784885 , 03/03/2010,3:45 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (WITH OTHER CAR),STOP SIGN,DAYLIGHT,CLEAR,DRY
6836 ,33370430,2010 ,MONROE,Greece,,,N,282593 ,4789958 , 03/02/2010,7:36 AM,PROPERTY DAMAGE AND INJURY,3 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33370458,2010 ,MONROE,Greece,,,N,278811 ,4790945 , 03/03/2010,4:21 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33370580,2010 ,MONROE,Greece,,,Y,281847 ,4787430 , 03/03/2010,7:28 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLEAR,DRY
6836 ,33370938,2010 ,MONROE,Brighton,,,N,288336 ,4774672 , 03/05/2010,1:50 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33371124,2010 ,MONROE,Greece,,,Y,286067 ,4792269 , 03/04/2010,4:29 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33371201,2010 ,MONROE,Perinton,,,N,301932 ,4769567 , 03/02/2010,7:19 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NO PASSING ZONE,DARK-ROAD LIGHTED,CLOUDY,DRY
6836 ,33371215,2010 ,MONROE,Henrietta,,252 43011078,N,286978 ,4773813 , 03/04/2010,10:58 AM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33371242,2010 ,MONROE,Brighton,,,N,286347 ,4776691 , 03/03/2010,9:08 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,4 ,COLLISION WITH MOTOR VEHICLE,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33371278,2010 ,MONROE,Brighton,, 15 43031120,Y,286171 ,4775743 , 03/06/2010,6:24 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33371300,2010 ,MONROE,Henrietta,, 15 43031102,N,284941 ,4772853 , 03/05/2010,11:10 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLOUDY,DRY
6836 ,33371306,2010 ,MONROE,Chili,, 33A43021076,N,272272 ,4774946 , 03/05/2010,6:00 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DUSK,CLOUDY,DRY
6836 ,33371315,2010 ,MONROE,Mendon,,940D43011000,N,286906 ,4757975 , 03/01/2010,4:35 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DAYLIGHT,CLOUDY,WET
6836 ,33371316,2010 ,MONROE,Pittsford,, 31 43033041,Y,294946 ,4774148 , 03/02/2010,7:47 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLL. W/LIGHT SUPPORT/UTILITY POLE,OTHER,NONE,DARK-ROAD LIGHTED,CLOUDY,DRY
6836 ,33371399,2010 ,MONROE,Mendon,, 65 43031058,N,289553 ,4765336 , 03/04/2010,7:25 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLLISION WITH DEER,OTHER,NONE,DARK-ROAD LIGHTED,CLEAR,DRY
6836 ,33371517,2010 ,MONROE,Greece,,,Y,281116 ,4792444 , 03/05/2010,1:33 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33371540,2010 ,MONROE,Greece,,,N,281078 ,4790827 , 03/05/2010,3:27 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33371774,2010 ,MONROE,Gates,,,N,281416 ,4778947 , 03/07/2010,1:21 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33371779,2010 ,MONROE,Wheatland,,383 43011088,Y,272494 ,4766013 , 03/06/2010,5:44 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,STOP SIGN,DUSK,CLEAR,DRY
6836 ,33371909,2010 ,MONROE,Greece,,,N,283286 ,4794545 , 03/04/2010,7:18 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLLISION WITH DEER,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33373721,2010 ,MONROE,Rochester,,,Y,287457 ,4780934 , 03/01/2010,6:25 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLOUDY,DRY
6836 ,33376085,2010 ,MONROE,Rochester,,,N,285605 ,4786464 , 03/02/2010,1:37 PM,INJURY,3 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33376116,2010 ,MONROE,Rochester,,,Y,290655 ,4784193 , 03/01/2010,12:00 AM,INJURY,1 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33376268,2010 ,MONROE,Rochester,,,N,287275 ,4778451 , 03/03/2010,12:41 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33376368,2010 ,MONROE,Rochester,,,Y,287364 ,4781729 , 03/01/2010,7:39 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLOUDY,DRY
6836 ,33376496,2010 ,MONROE,Webster,,,Y,302934 ,4786828 , 03/05/2010,7:56 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,STOP SIGN,DAYLIGHT,CLEAR,DRY
6836 ,33376523,2010 ,MONROE,Brighton,,590 43011004,N,293161 ,4780024 , 03/03/2010,6:37 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLLISION WITH GUIDE RAIL,OTHER,NONE,DAWN,CLOUDY,DRY
6836 ,33376533,2010 ,MONROE,Webster,,,N,295991 ,4787629 , 03/07/2010,12:53 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLLISION WITH SNOW EMBANKMENT,OTHER,NONE,DARK-ROAD LIGHTED,CLEAR,DRY
6836 ,33376567,2010 ,MONROE,Irondequoit,,,N,290636 ,4785854 , 03/08/2010,9:17 AM,PROPERTY DAMAGE AND INJURY,3 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33376629,2010 ,MONROE,Gates,,,Y,279694 ,4780770 , 03/09/2010,8:01 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLEAR,DRY
6836 ,33376686,2010 ,MONROE,Fairport,, 31F43011043,N,301607 ,4774640 , 03/08/2010,12:26 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33376774,2010 ,MONROE,Henrietta,,252 43011096,Y,289843 ,4773717 , 03/07/2010,8:34 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLOUDY,DRY
6836 ,33376776,2010 ,MONROE,Henrietta,,252 43011038,N,287365 ,4773804 , 03/04/2010,5:13 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (WITH OTHER CAR),NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33376818,2010 ,MONROE,Brighton,, 15A43041128,N,287148 ,4776100 , 03/08/2010,7:05 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (WITH OTHER CAR),TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLEAR,DRY
6836 ,33376859,2010 ,MONROE,Henrietta,,252 43011067,N,285335 ,4773996 , 03/03/2010,12:25 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33376860,2010 ,MONROE,Irondequoit,,,N,290636 ,4785854 , 03/07/2010,9:13 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLOUDY,DRY
6836 ,33376875,2010 ,MONROE,Ogden,,531 43012042,N,274707 ,4784017 , 03/04/2010,8:47 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLLISION WITH SNOW EMBANKMENT,OTHER,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33376932,2010 ,MONROE,Rochester,,,Y,286589 ,4782753 , 03/05/2010,2:13 AM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT TURN (WITH OTHER CAR),TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLEAR,DRY
6836 ,33377006,2010 ,MONROE,Brighton,, 31 43033021,N,292647 ,4776361 , 03/10/2010,3:04 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33377034,2010 ,MONROE,Webster,,104 43035231,N,295691 ,4787638 , 03/08/2010,4:52 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33377077,2010 ,MONROE,Greece,,,N,279605 ,4787857 , 03/09/2010,12:38 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33377105,2010 ,MONROE,Parma,,,Y,273364 ,4791703 , 03/09/2010,6:06 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,STOP SIGN,DUSK,CLEAR,DRY
6836 ,33377193,2010 ,MONROE,Greece,,,N,285096 ,4790829 , 03/08/2010,11:24 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLLISION WITH OTHER FIXED OBJECT,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33377264,2010 ,MONROE,Rochester,,490I43022006,N,283681 ,4781721 , 03/07/2010,1:59 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLL. W/EARTH ELE./ROCK CUT/DITCH,OTHER,NONE,DARK-ROAD LIGHTED,CLEAR,DRY
6836 ,33377641,2010 ,MONROE,Brockport,,,N,261699 ,4788723 , 03/05/2010,7:15 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33377658,2010 ,MONROE,Henrietta,,252 43011038,N,287969 ,4773786 , 03/10/2010,8:23 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLOUDY,DRY
6836 ,33377798,2010 ,MONROE,Gates,,,N,281889 ,4782600 , 03/11/2010,3:18 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,OVERTAKING,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33377985,2010 ,MONROE,Irondequoit,,104 43035220,N,294025 ,4787412 , 03/09/2010,8:37 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLLISION WITH OTHER BARRIER,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33378174,2010 ,MONROE,Greece,,,N,281156 ,4785300 , 03/11/2010,1:30 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33378410,2010 ,MONROE,Perinton,, 96 43051025,N,298420 ,4770513 , 03/11/2010,3:23 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33378412,2010 ,MONROE,Rush,, 15A43041059,N,284982 ,4765675 , 03/11/2010,5:01 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLLISION WITH TREE,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33378417,2010 ,MONROE,Penfield,,,N,301962 ,4780342 , 03/08/2010,10:50 AM,INJURY,1 ,0 ,1 ,COLLISION WITH PEDESTRIAN,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33378423,2010 ,MONROE,Pittsford,, 65 43031102,N,292588 ,4772303 , 03/11/2010,3:26 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLL. W/LIGHT SUPPORT/UTILITY POLE,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33378431,2010 ,MONROE,Gates,,,N,281321 ,4782620 , 03/12/2010,5:19 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33378515,2010 ,MONROE,Henrietta,,,Y,287680 ,4771742 , 03/12/2010,10:20 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,HEAD ON,TRAFFIC SIGNAL,DAYLIGHT,RAIN,WET
6836 ,33378626,2010 ,MONROE,Henrietta,,,N,286154 ,4772622 , 03/12/2010,5:00 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLOUDY,DRY
6836 ,33378632,2010 ,MONROE,Brighton,,590I43012002,N,292860 ,4779866 , 03/07/2010,12:53 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,1 ,COLLISION WITH CRASH CUSHION,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33378705,2010 ,MONROE,Henrietta,,,N,283321 ,4772935 , 03/12/2010,7:53 AM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,HEAD ON,NONE,DAYLIGHT,CLOUDY,WET
6836 ,33378776,2010 ,MONROE,Irondequoit,,,N,291385 ,4786416 , 03/12/2010,1:26 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,NONE,DAYLIGHT,RAIN,WET
6836 ,33379097,2010 ,MONROE,Rochester,,,N,286945 ,4777629 , 03/02/2010,9:38 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,UNKNOWN,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33379457,2010 ,MONROE,Gates,,390 43011000,N,281908 ,4782025 , 03/10/2010,10:58 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,OVERTAKING,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33379523,2010 ,MONROE,Greece,,104 43031160,N,281552 ,4787520 , 03/13/2010,5:18 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,TRAFFIC SIGNAL,DAYLIGHT,RAIN,WET
6836 ,33379850,2010 ,MONROE,Henrietta,,,N,287928 ,4773961 , 03/15/2010,4:14 PM,INJURY,1 ,0 ,1 ,COLLISION WITH PEDESTRIAN,OTHER,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33379879,2010 ,MONROE,Henrietta,,,N,287718 ,4773490 , 03/09/2010,5:45 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,YIELD SIGN,DAYLIGHT,CLEAR,DRY
6836 ,33379911,2010 ,MONROE,Webster,,,N,297737 ,4786473 , 03/14/2010,8:45 PM,PROPERTY DAMAGE AND INJURY,3 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (WITH OTHER CAR),NONE,DARK-ROAD UNLIGHTED,CLOUDY,DRY
6836 ,33379980,2010 ,MONROE,Brighton,,,N,288554 ,4776893 , 03/15/2010,4:07 PM,INJURY,1 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,NONE,DAYLIGHT,CLOUDY,DRY
6836 ,33380343,2010 ,MONROE,Rochester,,,N,287722 ,4781457 , 03/07/2010,2:01 PM,INJURY,1 ,0 ,1 ,COLLISION WITH TREE,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33380553,2010 ,MONROE,Rochester,,,N,290234 ,4782675 , 03/01/2010,10:25 PM,INJURY,1 ,0 ,1 ,COLLISION WITH TREE,OTHER,NONE,DARK-ROAD LIGHTED,CLOUDY,WET
6836 ,33380555,2010 ,MONROE,Rochester,,,Y,285231 ,4779376 , 03/02/2010,12:37 PM,PROPERTY DAMAGE AND INJURY,3 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,STOP SIGN,DAYLIGHT,CLEAR,DRY
6836 ,33380556,2010 ,MONROE,Rochester,,,Y,286433 ,4781095 , 03/02/2010,11:57 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DARK-ROAD LIGHTED,CLOUDY,DRY
6836 ,33380567,2010 ,MONROE,Rochester,,,Y,286117 ,4784270 , 03/01/2010,2:44 PM,INJURY,1 ,0 ,1 ,COLLISION WITH PEDESTRIAN,OTHER,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33380603,2010 ,MONROE,Rochester,,,N,288689 ,4782695 , 03/05/2010,5:25 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33380845,2010 ,MONROE,Rochester,,,N,284338 ,4780326 , 03/06/2010,1:50 PM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,OVERTAKING,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33380851,2010 ,MONROE,Rochester,,,N,286393 ,4788145 , 03/06/2010,4:25 PM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT TURN (AGAINST OTHER CAR),NONE,DAYLIGHT,CLEAR,DRY
6836 ,33380894,2010 ,MONROE,Rochester,,,Y,288749 ,4785021 , 03/05/2010,2:18 PM,PROPERTY DAMAGE AND INJURY,2 ,0 ,3 ,COLLISION WITH MOTOR VEHICLE,OTHER,STOPPED SCHOOL BUS W/RED LIGHT FLSH,DAYLIGHT,CLEAR,DRY
6836 ,33381014,2010 ,MONROE,Rochester,,,Y,288210 ,4781085 , 03/03/2010,9:47 AM,INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,TRAFFIC SIGNAL,DAYLIGHT,CLOUDY,DRY
6836 ,33381020,2010 ,MONROE,Rochester,,,N,287688 ,4785376 , 03/02/2010,11:00 AM,PROPERTY DAMAGE AND INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,RIGHT ANGLE,TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33381111,2010 ,MONROE,Rochester,,,Y,289796 ,4781389 , 03/01/2010,8:48 AM,INJURY,1 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,REAR END,NONE,DAYLIGHT,CLEAR,DRY
6836 ,33381112,2010 ,MONROE,Rochester,,,N,291367 ,4781750 , 03/07/2010,9:27 AM,PROPERTY DAMAGE AND INJURY,2 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),TRAFFIC SIGNAL,DAYLIGHT,CLEAR,DRY
6836 ,33381113,2010 ,MONROE,Rochester,,,Y,286926 ,4777582 , 03/07/2010,10:05 AM,PROPERTY DAMAGE AND INJURY,3 ,0 ,2 ,COLLISION WITH MOTOR VEHICLE,LEFT TURN (AGAINST OTHER CAR),NONE,DAYLIGHT,CLEAR,DRY
